current,speed,temperature,vibration,system_condition,current_result,speed_result,temperature_result,vibration_result
4.109251615739206,1059.9491688097528,24.93842288814765,0.5360110507255395,Failure,Normal,Normal,Failure,Normal
16.927680981814984,1188.7142885813907,78.18803466558856,1.9908238080446237,Normal,Normal,Normal,Normal,Normal
2.6645465335727563,937.3404116583968,35.716589316514664,0.5927650633033794,Failure,Failure,Normal,Normal,Normal
24.57450880881236,1361.278907091365,108.51075178482152,0.47694321606387813,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
14.733693708089834,1818.4101478014359,58.70449708462247,0.4436602688369716,Pre-Failure,Normal,Pre-Failure,Normal,Normal
18.685785622199248,2028.9609734635949,53.29934472410261,2.225015221958132,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
16.728336856251005,951.4626102575255,109.60337157570106,0.8591760381301379,Pre-Failure,Normal,Normal,Pre-Failure,Normal
7.244851753477994,1088.864389578618,80.80440305971983,0.3062502340870336,Normal,Normal,Normal,Normal,Normal
18.299233888949313,2248.0067016599232,96.33309865069191,2.2940222763542644,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Pre-Failure
22.186267103987586,1737.18029031066,81.36261625320125,1.5359398967689752,Pre-Failure,Pre-Failure,Normal,Normal,Normal
16.6983805572389,603.6294025415589,51.18140555127777,0.3696408375297263,Normal,Normal,Normal,Normal,Normal
24.358042381901857,1129.1114935883206,74.28822981182978,2.3229773472164164,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
13.74345409886852,1972.0878533818322,102.36301357600638,2.370157044389733,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Pre-Failure
24.686294436910966,1252.8103913243203,99.68752964735862,0.7593036561310103,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
4.542699531336456,1121.9567693035553,109.8182900664037,2.058129424903092,Pre-Failure,Normal,Normal,Pre-Failure,Pre-Failure
22.431216152031418,727.8528874935641,89.02985922589919,2.4105541456037467,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
19.677973666178133,1062.6967876581102,57.52900077362206,1.4906489927467206,Normal,Normal,Normal,Normal,Normal
14.505465903424248,656.0777485186293,73.67482391751741,1.0397538168427305,Normal,Normal,Normal,Normal,Normal
7.900727098907971,620.8522862790055,56.0499096578838,0.99417317705386,Normal,Normal,Normal,Normal,Normal
9.651265024864264,1566.5571924362364,77.5786371767222,2.2575560742401772,Pre-Failure,Normal,Normal,Normal,Pre-Failure
11.795901420232221,1777.5022465975471,80.50385395320714,2.0118819147623435,Pre-Failure,Normal,Normal,Normal,Pre-Failure
14.142171868440364,1651.603929337849,39.42058210032894,0.7398396164075292,Normal,Normal,Normal,Normal,Normal
2.8267294127016585,674.3928261658803,70.08678526441278,0.7177375886881348,Failure,Failure,Normal,Normal,Normal
6.020771025958771,1958.6789549795567,53.672712333137426,0.7333681061660748,Pre-Failure,Normal,Pre-Failure,Normal,Normal
4.191654828608222,2110.4988861191323,84.98209935814698,0.10436305244460208,Pre-Failure,Normal,Pre-Failure,Normal,Normal
17.03667942519416,1750.0546231075193,111.24961811879498,1.1361875758343254,Pre-Failure,Normal,Normal,Pre-Failure,Normal
3.8536917633815406,1956.815330095174,75.7799531257286,2.476555836699597,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
14.376406729849684,2093.9165056372262,23.843628264647233,0.6579673637667542,Failure,Normal,Pre-Failure,Failure,Normal
4.10068475960322,1487.7296559256565,81.88429062421099,0.26186632690075307,Normal,Normal,Normal,Normal,Normal
2.600233785977268,1815.6875780950572,90.22940237576891,0.36271113192333226,Failure,Failure,Pre-Failure,Pre-Failure,Normal
19.466096754416448,2083.699804601799,56.72837761195935,2.3210206159470714,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
21.325689219928815,1708.1078912772941,77.56208766475106,0.6360980432138563,Pre-Failure,Pre-Failure,Normal,Normal,Normal
24.773725089871988,1011.0997220319869,93.52116568473639,2.1225659256435687,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Pre-Failure
24.65851467720491,1595.5224663301326,52.295070385645204,1.1146024008921014,Pre-Failure,Pre-Failure,Normal,Normal,Normal
10.584731934931487,1965.8140616442756,109.78671048425323,0.32094550898935004,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
16.071645380757722,1913.2218164341396,22.219465754577435,0.8299211704533087,Failure,Normal,Pre-Failure,Failure,Normal
16.248030070337997,1455.5563136107658,44.09937059854927,1.9150324153615133,Normal,Normal,Normal,Normal,Normal
2.7182972452295058,1554.1473526844218,39.488385170587705,2.0464904163865265,Failure,Failure,Normal,Normal,Pre-Failure
15.17902072588198,776.2195190981882,32.9116773544594,0.36935847809939004,Normal,Normal,Normal,Normal,Normal
18.325829539740642,1437.154493388413,48.17582781773161,0.9257363401374128,Normal,Normal,Normal,Normal,Normal
19.767353332993398,2127.8129084705024,34.45149208678779,1.8120842160520043,Pre-Failure,Normal,Pre-Failure,Normal,Normal
15.852224517952187,2027.976484785021,112.3063228625004,0.6280934469761612,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
14.157143233766837,822.5866411891682,98.05513496978739,1.4561339654502263,Pre-Failure,Normal,Normal,Pre-Failure,Normal
5.908383169748094,1676.7049000030727,112.23042188978542,1.6517376490655218,Pre-Failure,Normal,Normal,Pre-Failure,Normal
20.29669572247029,1753.151499838969,18.7626274691705,0.32187393115262697,Failure,Pre-Failure,Normal,Failure,Normal
17.509160095857723,1821.423262688766,19.68035823073459,0.7941577870993819,Failure,Normal,Pre-Failure,Failure,Normal
10.266530035369637,1324.0614593869159,38.97568867279257,1.843661125663391,Normal,Normal,Normal,Normal,Normal
19.055951679029384,1034.1212403156158,70.94858539951761,1.0769433542287197,Normal,Normal,Normal,Normal,Normal
19.818568501498955,1375.1810804876595,46.52888629274907,1.4975255232005245,Normal,Normal,Normal,Normal,Normal
4.860991835024698,1379.8307312027623,76.27538570976174,0.7043888242020191,Normal,Normal,Normal,Normal,Normal
19.438788401854357,1105.6857498865359,89.83485709725856,2.0158645314692265,Pre-Failure,Normal,Normal,Normal,Pre-Failure
6.529756383715569,1512.4152003643567,25.61211785329159,0.4032336495233874,Normal,Normal,Normal,Normal,Normal
19.8951696085512,1802.1204860551527,95.86263697351845,1.026711101606489,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
3.0387485680274957,815.8015639549571,39.879493875634296,2.0150084432769275,Pre-Failure,Normal,Normal,Normal,Pre-Failure
20.964162755007226,1360.599621992039,71.95695452452108,1.3171381579707355,Pre-Failure,Pre-Failure,Normal,Normal,Normal
15.691456677944995,2155.1100113012676,26.116734108283197,1.3321394532171198,Pre-Failure,Normal,Pre-Failure,Normal,Normal
18.448318962525263,1187.3320108114176,53.41999274879781,0.0750282142817629,Failure,Normal,Normal,Normal,Failure
12.263469232575929,682.4869472726909,48.30846917161972,1.3485212053926208,Normal,Normal,Normal,Normal,Normal
10.904555170797043,1204.1060223374557,85.68305929749279,0.9764308610256822,Normal,Normal,Normal,Normal,Normal
9.597259759413346,2116.023323232197,93.91200778779299,0.5240992520786097,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
13.912895634049955,2049.126610155626,67.11205337928075,1.0284983624927115,Pre-Failure,Normal,Pre-Failure,Normal,Normal
5.45602611817585,1156.0392811795182,41.135357415778344,1.6938085057818157,Normal,Normal,Normal,Normal,Normal
13.659495704133791,719.8513692277928,28.587204226703896,0.8398617221889308,Normal,Normal,Normal,Normal,Normal
20.499981312154404,1237.4548596427123,29.10694810606825,0.3066731360490703,Pre-Failure,Pre-Failure,Normal,Normal,Normal
5.808942720767208,548.5709498796564,26.402810815367772,1.5898091544715895,Failure,Normal,Failure,Normal,Normal
14.615494444545199,644.4463574352444,56.91623335552759,2.454356254148564,Pre-Failure,Normal,Normal,Normal,Pre-Failure
22.05448848262849,803.9764529153257,56.47558680931048,1.3601059233058148,Pre-Failure,Pre-Failure,Normal,Normal,Normal
18.781765069599853,1567.1888636842514,18.87690241082514,2.1521027675887225,Failure,Normal,Normal,Failure,Pre-Failure
16.465885766059223,660.9670302244201,21.564937999630576,1.7508103458927096,Failure,Normal,Normal,Failure,Normal
16.166646976831515,1074.5157634132097,92.78423504460741,2.423585285666381,Pre-Failure,Normal,Normal,Pre-Failure,Pre-Failure
16.55844976424236,485.4789679578555,109.6324052189332,1.6180065333996765,Failure,Normal,Failure,Pre-Failure,Normal
14.953696681489564,1647.0660141832598,76.6731787688638,0.6099839853246873,Normal,Normal,Normal,Normal,Normal
23.56271101125284,1327.8007235182758,46.81833640984512,2.0318913153936844,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
17.029148453324133,673.7350022739805,80.11042633885643,2.460421393763778,Pre-Failure,Normal,Normal,Normal,Pre-Failure
24.55338885643471,1896.367787032686,52.06122641942697,1.2001556180547017,Pre-Failure,Pre-Failure,Pre-Failure,Normal,Normal
3.9053583947854027,483.1032177854401,47.61843202417415,0.7293152463109198,Failure,Normal,Failure,Normal,Normal
16.384403215878628,1876.964604431063,98.67632074180973,1.2700874924920995,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
22.43408989361143,680.4825101239903,111.67205870034155,1.1133840661946157,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
10.366138182279157,476.18039820218746,57.91563582818754,0.7414046362042299,Failure,Normal,Failure,Normal,Normal
23.78819233300725,1895.403729524107,37.04686098924847,1.2067308181446903,Pre-Failure,Pre-Failure,Pre-Failure,Normal,Normal
21.11872862553877,1161.2479378757735,79.35550702855599,1.8381126469173208,Pre-Failure,Pre-Failure,Normal,Normal,Normal
21.735143887034333,1799.92884671852,73.00081955366188,2.053671326998897,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
10.369155935142757,861.9758324702982,105.85731723859568,1.0866940400190979,Pre-Failure,Normal,Normal,Pre-Failure,Normal
23.547521112157767,1566.1309606713244,37.54919312815657,2.401973362478506,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
22.503370706155,1497.957743869405,81.22363252295685,2.3564024622200366,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
12.969069700721533,2052.174663330855,23.267438661871523,0.442618056390241,Failure,Normal,Pre-Failure,Failure,Normal
21.58693970118506,2127.1566949790695,25.529669555431745,1.3395396238995694,Pre-Failure,Pre-Failure,Pre-Failure,Normal,Normal
16.139938676600906,1617.550122183868,109.06503004181606,0.17052519670508703,Pre-Failure,Normal,Normal,Pre-Failure,Normal
3.177634470370879,785.8206432923504,19.34867547345315,0.35718851487227954,Failure,Normal,Normal,Failure,Normal
4.647695711952569,1627.8156098868956,33.813711066735486,0.9135797886452806,Normal,Normal,Normal,Normal,Normal
8.086058920606638,1591.3872564773962,19.58093297938771,1.1554384739490853,Failure,Normal,Normal,Failure,Normal
8.417439773132497,1500.6844579164551,111.51104352797404,0.870835245784209,Pre-Failure,Normal,Normal,Pre-Failure,Normal
7.578126688574102,1517.1123249145983,62.90252366575626,2.3312161689106143,Pre-Failure,Normal,Normal,Normal,Pre-Failure
2.593768065879307,1321.1808627235448,72.58946016470728,0.9460812114330239,Failure,Failure,Normal,Normal,Normal
18.848540557190958,586.553990595595,76.25731773850384,1.7607255435654148,Failure,Normal,Failure,Normal,Normal
16.31446094044494,2221.923925266394,64.57936689908627,1.4346007289592144,Pre-Failure,Normal,Pre-Failure,Normal,Normal
8.11817203051979,2122.8767804296544,28.36028699912618,0.3963723313989824,Pre-Failure,Normal,Pre-Failure,Normal,Normal
4.64660977195033,1329.2921387878296,34.011655238084,0.197639776773755,Normal,Normal,Normal,Normal,Normal
16.093995453844613,702.0433755959718,87.92526736514344,2.1454284351338178,Pre-Failure,Normal,Normal,Normal,Pre-Failure
5.140626662830378,482.5983308775129,93.80500304147652,0.17605678396078184,Failure,Normal,Failure,Pre-Failure,Normal
15.546212696981442,2048.6127400812647,62.6314738344647,1.717787322728614,Pre-Failure,Normal,Pre-Failure,Normal,Normal
14.751782072864984,490.4447549762113,109.22987779087927,0.3005023015710955,Failure,Normal,Failure,Pre-Failure,Normal
24.15393562343409,1474.8792501281089,53.60055889746847,2.4479242608436658,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
16.24141440740611,723.0147835189521,43.96813166579041,1.176865036307905,Normal,Normal,Normal,Normal,Normal
2.8031882363155747,1919.8789910488388,63.11342875233348,0.5469595911653553,Failure,Failure,Pre-Failure,Normal,Normal
14.6585750290071,1071.4016570430458,65.68352513160167,1.8169531002771095,Normal,Normal,Normal,Normal,Normal
22.934759683350492,1685.8618442866923,60.87653831621645,0.7755459768547266,Pre-Failure,Pre-Failure,Normal,Normal,Normal
23.799905135482785,469.7924915852649,35.35779276069243,1.3293774618709027,Failure,Pre-Failure,Failure,Normal,Normal
2.5627113537581043,935.1213521260908,97.98007982775326,1.7138705933773783,Failure,Failure,Normal,Pre-Failure,Normal
6.921324355579696,1230.250018960142,94.1067084828258,0.7936672127697242,Pre-Failure,Normal,Normal,Pre-Failure,Normal
11.258328253070848,468.23613124993807,31.29640903122123,0.9445527691978173,Failure,Normal,Failure,Normal,Normal
12.114008532391976,884.7011303871002,80.78130559023647,0.2409923474725907,Normal,Normal,Normal,Normal,Normal
19.10248605390815,1475.8014327683698,25.541895730739895,0.8623391227083954,Normal,Normal,Normal,Normal,Normal
6.156036400298978,830.2172966512758,38.666932237075585,1.147109559098321,Normal,Normal,Normal,Normal,Normal
17.132472183535192,577.6779890407922,112.29570522018545,0.582274753614225,Failure,Normal,Failure,Pre-Failure,Normal
23.222638846775908,1176.2691591823145,51.629232698597825,0.5892087367774497,Pre-Failure,Pre-Failure,Normal,Normal,Normal
20.619263529982423,782.1378348414792,102.0701324877166,1.2031236097880165,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
7.6474167405522016,2123.1524596460868,39.44715119894629,2.4875508191366853,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
20.11275312169106,1293.6476876309466,63.20758281163723,0.6976831767222318,Pre-Failure,Pre-Failure,Normal,Normal,Normal
2.3756281645619546,1163.7770081782865,22.696236528408928,1.8619188314896415,Failure,Failure,Normal,Failure,Normal
8.137244581400385,1562.6308328242126,101.81041389714254,2.410097672451131,Pre-Failure,Normal,Normal,Pre-Failure,Pre-Failure
24.24139713324348,1428.3951500051794,21.799329327304868,0.7050470312067079,Failure,Pre-Failure,Normal,Failure,Normal
14.55089034367171,2185.2519248979247,92.17485124674619,0.4703606920591082,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
9.93938981837244,1426.903998025673,84.60609098850975,2.261772830928402,Pre-Failure,Normal,Normal,Normal,Pre-Failure
14.497051709067481,1035.523113051146,62.46556996310801,1.114010416833329,Normal,Normal,Normal,Normal,Normal
3.5280057596542376,1860.7288519354256,70.42124642965987,2.416936983812888,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
9.01336547949184,1750.9279540298485,47.4809501290144,1.7531272956706374,Normal,Normal,Normal,Normal,Normal
2.601638026031734,867.9828512642712,90.09599915090615,1.0841734455859215,Failure,Failure,Normal,Pre-Failure,Normal
9.368643218360496,1829.7270891586525,97.51013235367499,2.0288577247454285,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Pre-Failure
18.50705724142642,458.33764140828515,33.707313760611406,0.3693620640365606,Failure,Normal,Failure,Normal,Normal
9.401465074930275,706.6694593474358,79.13898951336711,1.6625279156499395,Normal,Normal,Normal,Normal,Normal
7.656254125827092,1612.651034396882,100.48533072611549,1.0376801789051373,Pre-Failure,Normal,Normal,Pre-Failure,Normal
10.309672694191656,1414.6831419338127,27.408799510441735,1.4084312647322974,Normal,Normal,Normal,Normal,Normal
4.913274623728034,914.1978337797641,100.11734011125208,0.23226996662119823,Pre-Failure,Normal,Normal,Pre-Failure,Normal
23.03868709811665,1399.819439199051,67.94396603075927,2.2525642686058873,Pre-Failure,Pre-Failure,Normal,Normal,Pre-Failure
19.22252100328838,891.6283974263777,28.74309659137413,2.111520542666372,Pre-Failure,Normal,Normal,Normal,Pre-Failure
8.411433716212189,653.8284825133594,95.13985441373552,0.31360945055498846,Pre-Failure,Normal,Normal,Pre-Failure,Normal
21.91882211664074,800.3229060687695,47.9872366797078,1.3090595973083103,Pre-Failure,Pre-Failure,Normal,Normal,Normal
11.092408340435716,1717.3435825786025,100.65722945496925,0.9320468448090913,Pre-Failure,Normal,Normal,Pre-Failure,Normal
6.806415906488489,510.61752697403523,27.541549336595295,2.223990797413662,Failure,Normal,Failure,Normal,Pre-Failure
20.287438033019846,1653.4307641012454,91.43870160029397,0.9410188113037192,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
11.452998021805536,1459.22093089011,54.899774298125,1.127071512923967,Normal,Normal,Normal,Normal,Normal
21.092670492946716,1596.4241714185378,61.65933798368381,0.1661098942173504,Pre-Failure,Pre-Failure,Normal,Normal,Normal
9.875983077687355,1063.087499846325,38.3327553754841,0.38507699296436254,Normal,Normal,Normal,Normal,Normal
22.212443561389463,1595.4737067600738,26.907864215886445,0.9356268824548934,Pre-Failure,Pre-Failure,Normal,Normal,Normal
17.633039537216124,505.7204236548184,87.99351169990601,1.099875802758002,Failure,Normal,Failure,Normal,Normal
16.420758324882257,1703.9714829784061,78.41533589471594,0.2477975648307521,Normal,Normal,Normal,Normal,Normal
17.378406554078893,727.4610777212768,56.65216380514398,0.17787407315171236,Normal,Normal,Normal,Normal,Normal
21.268547741652682,2015.8134517118308,61.15483917359064,0.2742662936303363,Pre-Failure,Pre-Failure,Pre-Failure,Normal,Normal
12.236599821053222,2222.714158132202,26.260766848563293,1.6762340952757449,Pre-Failure,Normal,Pre-Failure,Normal,Normal
16.884806969563535,1265.9199025464497,38.49958021928124,1.6661924563765982,Normal,Normal,Normal,Normal,Normal
14.150475954870885,1524.3171280504005,59.58593576371247,2.116688899470136,Pre-Failure,Normal,Normal,Normal,Pre-Failure
8.841845553788222,520.7618517139781,95.23435546787042,2.209191787336536,Failure,Normal,Failure,Pre-Failure,Pre-Failure
14.918984582165182,1212.0032594757554,72.92729181507079,2.1864195044842902,Pre-Failure,Normal,Normal,Normal,Pre-Failure
3.283905152768167,1689.1243135699249,55.891189838367694,1.8402528194113803,Normal,Normal,Normal,Normal,Normal
14.66278195693752,1243.3729444888106,77.9587706336738,1.3966902783250752,Normal,Normal,Normal,Normal,Normal
6.105959987108604,700.689730794097,83.02174567771607,2.4414938556568804,Pre-Failure,Normal,Normal,Normal,Pre-Failure
4.4607652332849845,1869.4749802041554,73.30981892947489,1.4038017607612052,Pre-Failure,Normal,Pre-Failure,Normal,Normal
8.359142950538066,1456.3067129038839,73.19053917696422,2.060445056498823,Pre-Failure,Normal,Normal,Normal,Pre-Failure
16.8755634538356,2170.6538921195743,24.196120507532793,2.463281626699004,Failure,Normal,Pre-Failure,Failure,Pre-Failure
12.799138712384593,1099.7530144920484,75.32330562950418,1.8970845836204355,Normal,Normal,Normal,Normal,Normal
17.863943724608717,738.0448856337493,79.20305662709191,0.8638407000058503,Normal,Normal,Normal,Normal,Normal
2.7794365379900383,1636.0630954382725,67.01412693090845,1.3077743262719788,Failure,Failure,Normal,Normal,Normal
18.876176953311603,1788.4690491178076,38.5035903625503,0.18145736090928744,Normal,Normal,Normal,Normal,Normal
17.548476330069406,1739.5148015245782,79.19486705407675,1.6667932884890928,Normal,Normal,Normal,Normal,Normal
18.243681314865295,886.4469065425134,65.16998690756009,0.44460883232626225,Normal,Normal,Normal,Normal,Normal
16.86503857919368,793.2378971945998,100.63342857015567,0.6866844739204019,Pre-Failure,Normal,Normal,Pre-Failure,Normal
11.033835009967614,1457.3525963547922,31.084470480680608,2.3481660612555135,Pre-Failure,Normal,Normal,Normal,Pre-Failure
23.926541636807013,830.9446174257502,91.4291298595265,0.2790095809790034,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
4.864725683105146,1183.6515754328705,78.37075379659954,2.1881790329128217,Pre-Failure,Normal,Normal,Normal,Pre-Failure
4.583421148776668,1517.6847942710428,106.23797697743495,0.470321351001099,Pre-Failure,Normal,Normal,Pre-Failure,Normal
23.74274988731506,1658.0834520834396,64.92835038312165,0.6115038388817051,Pre-Failure,Pre-Failure,Normal,Normal,Normal
5.479862767062611,1106.268710755572,95.82936438903968,2.4347145452079073,Pre-Failure,Normal,Normal,Pre-Failure,Pre-Failure
19.99216866826094,1316.0521833386715,30.945585012246745,1.407609124545416,Normal,Normal,Normal,Normal,Normal
7.352126790227735,1191.3136454650835,93.26339519530588,1.1900160276406013,Pre-Failure,Normal,Normal,Pre-Failure,Normal
22.84743996353825,916.9621801763265,73.62697166219552,0.8678091696198418,Pre-Failure,Pre-Failure,Normal,Normal,Normal
2.577451866326946,703.5426366836398,40.16763199980926,1.4873749461525725,Failure,Failure,Normal,Normal,Normal
2.3651510325014753,908.3531785747749,44.40249996390618,1.5775007906272367,Failure,Failure,Normal,Normal,Normal
22.58826590267905,1324.8008888356853,88.2097552642567,1.4854340604987941,Pre-Failure,Pre-Failure,Normal,Normal,Normal
10.405095324382202,1335.8093275431688,39.21130198734977,1.5472030375152932,Normal,Normal,Normal,Normal,Normal
3.3067468893799483,2006.5002772590958,96.460825701626,1.382466095937492,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
10.201269964975127,948.2657540243504,96.95105596881335,0.6617945410188351,Pre-Failure,Normal,Normal,Pre-Failure,Normal
12.420513621596179,994.1998488326888,67.4092762621452,0.3236012128612005,Normal,Normal,Normal,Normal,Normal
11.61766607104757,1560.7197290120423,46.83428230817567,0.4670532328746326,Normal,Normal,Normal,Normal,Normal
11.535450967217383,2084.811279660581,61.31155417497178,2.336445580166832,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
15.390249073796333,1671.6059220106167,44.19462941687947,1.9848065332075395,Normal,Normal,Normal,Normal,Normal
21.253131774655163,725.1464505317977,95.43440851116208,2.139705522531857,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Pre-Failure
19.641026563717723,867.6327245558593,21.0910933234734,1.7024009059334917,Failure,Normal,Normal,Failure,Normal
10.288763187592702,614.8477319879414,81.39494986453278,1.6681162539478132,Normal,Normal,Normal,Normal,Normal
15.846953431486495,1857.5279588843266,102.14243541035279,0.5819689812391016,Pre-Failure,Normal,Pre-Failure,Pre-Failure,Normal
14.596335891850153,1511.8518363383396,87.89834077395858,1.1025652650982498,Normal,Normal,Normal,Normal,Normal
7.978047230027035,1029.7424980497208,51.3571132408306,2.1169307388628216,Pre-Failure,Normal,Normal,Normal,Pre-Failure
6.473462536503279,1565.147160065346,45.09841407814586,0.13749127700355152,Normal,Normal,Normal,Normal,Normal
4.659357050185486,1382.4145195283247,64.63055038186769,1.2441703398806163,Normal,Normal,Normal,Normal,Normal
7.7071360651977425,1540.4026490148426,57.79729049098865,0.2074884685023578,Normal,Normal,Normal,Normal,Normal
19.490999013064396,1264.3911290388482,86.17516671302474,1.534562854868081,Normal,Normal,Normal,Normal,Normal
12.971783058308244,1359.81921223881,75.72676146119275,0.6189116969662343,Normal,Normal,Normal,Normal,Normal
21.65596511188244,1573.6283926451858,76.56096698631919,0.4074910363928227,Pre-Failure,Pre-Failure,Normal,Normal,Normal
3.706144385346126,2245.7309353238816,66.61694601183373,0.8230355826119986,Pre-Failure,Normal,Pre-Failure,Normal,Normal
8.897964743008174,1330.0160972264125,20.39553406562146,0.7396236041548132,Failure,Normal,Normal,Failure,Normal
24.450634807772662,1775.5996241245011,100.40335535119553,1.9535348131143657,Pre-Failure,Pre-Failure,Normal,Pre-Failure,Normal
17.442556543400748,1282.8160891177083,107.13040491507303,1.4000935164887796,Pre-Failure,Normal,Normal,Pre-Failure,Normal
22.51696342086659,1895.0596826841008,105.8091151983182,2.2677899816633453,Pre-Failure,Pre-Failure,Pre-Failure,Pre-Failure,Pre-Failure
6.45543886320574,1840.1731051241509,20.744007267223793,1.610392085815504,Failure,Normal,Pre-Failure,Failure,Normal
22.6191235282346,1935.7481954231066,64.43112694687976,0.4301079222618291,Pre-Failure,Pre-Failure,Pre-Failure,Normal,Normal
18.902862176209467,1007.1497093153899,100.58867211341328,0.13718200958060656,Pre-Failure,Normal,Normal,Pre-Failure,Normal
21.818178023699645,459.91043848875745,27.05669193465741,1.1347150227391305,Failure,Pre-Failure,Failure,Normal,Normal
13.696349882696996,570.7376592991694,100.03420276147955,0.7683239639049633,Failure,Normal,Failure,Pre-Failure,Normal
12.317910462035462,1796.7310416879234,21.605970591465013,2.122214888818897,Failure,Normal,Normal,Failure,Pre-Failure
4.845679106200484,2198.758843621891,88.16963737064242,2.4045204156195092,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
11.315982707540245,717.5929099556033,88.37873636249822,2.361958906530916,Pre-Failure,Normal,Normal,Normal,Pre-Failure
18.22382368813662,1636.2817382380183,19.394808958092124,1.2693982982321512,Failure,Normal,Normal,Failure,Normal
18.078282674400043,1837.6419667424796,30.01959894099454,2.0214100262545975,Pre-Failure,Normal,Pre-Failure,Normal,Pre-Failure
22.05565916979666,2169.1089206729803,78.79462895398538,2.1315020672835985,Pre-Failure,Pre-Failure,Pre-Failure,Normal,Pre-Failure
23.83714597251333,1449.7770700847295,30.05314554161989,0.7361132017788194,Pre-Failure,Pre-Failure,Normal,Normal,Normal
